GKZ;Gebietsname;Wahlbe-rechtigte;Stimmen;Ungültige;Gültige;ÖVP;%;SPÖ;%;FPÖ;%;NEOS;%;JETZT;%;GRÜNE;%;KPÖ;%;WANDL;%;BZÖ;%;BIER;%;CPÖ;%;GILT;%;SLP;%
G41010;Kirchberg-Thening;1.961;1.333;11;1.322;389;29,43;367;27,76;216;16,34;139;10,51;17;1,29;183;13,84;7;0,53;3;0,23;;0,00;;0,00;;0,00;;0,00;1;0,08
G41011;Kronstorf;2.683;1.830;32;1.798;594;33,04;534;29,70;296;16,46;130;7,23;23;1,28;195;10,85;6;0,33;18;1,00;;0,00;;0,00;;0,00;;0,00;2;0,11
G41012;Leonding;20.907;12.991;150;12.841;3.713;28,92;3.427;26,69;1.989;15,49;1.196;9,31;234;1,82;2.163;16,84;65;0,51;52;0,40;;0,00;;0,00;;0,00;;0,00;2;0,02
G41013;St. Florian;5.025;3.256;47;3.209;1.235;38,49;665;20,72;465;14,49;340;10,60;49;1,53;424;13,21;18;0,56;11;0,34;;0,00;;0,00;;0,00;;0,00;2;0,06
G41014;Neuhofen an der Krems;4.974;2.830;40;2.790;880;31,54;649;23,26;429;15,38;250;8,96;54;1,94;500;17,92;11;0,39;17;0,61;;0,00;;0,00;;0,00;;0,00;0;0,00
G41015;Niederneukirchen;1.675;1.103;10;1.093;455;41,63;214;19,58;199;18,21;69;6,31;14;1,28;132;12,08;7;0,64;2;0,18;;0,00;;0,00;;0,00;;0,00;1;0,09
G41016;Oftering;1.647;1.144;12;1.132;395;34,89;280;24,73;213;18,82;84;7,42;20;1,77;130;11,48;7;0,62;3;0,27;;0,00;;0,00;;0,00;;0,00;0;0,00
G41017;Pasching;5.468;3.726;56;3.670;1.067;29,07;1.065;29,02;626;17,06;360;9,81;60;1,63;443;12,07;20;0,54;27;0,74;;0,00;;0,00;;0,00;;0,00;2;0,05
G41018;Piberbach;1.475;934;14;920;352;38,26;209;22,72;158;17,17;79;8,59;18;1,96;92;10,00;8;0,87;4;0,43;;0,00;;0,00;;0,00;;0,00;0;0,00
G41019;Pucking;3.157;2.067;40;2.027;658;32,46;444;21,90;522;25,75;153;7,55;20;0,99;210;10,36;12;0,59;8;0,39;;0,00;;0,00;;0,00;;0,00;0;0,00
G41020;St. Marien;3.785;2.468;41;2.427;900;37,08;583;24,02;377;15,53;205;8,45;33;1,36;299;12,32;16;0,66;12;0,49;;0,00;;0,00;;0,00;;0,00;2;0,08
G41021;Traun;15.940;9.335;128;9.207;2.469;26,82;3.247;35,27;1.748;18,99;509;5,53;145;1,57;1.006;10,93;50;0,54;27;0,29;;0,00;;0,00;;0,00;;0,00;6;0,07
G41022;Wilhering;4.630;3.126;33;3.093;1.074;34,72;715;23,12;332;10,73;350;11,32;49;1,58;556;17,98;13;0,42;4;0,13;;0,00;;0,00;;0,00;;0,00;0;0,00
G41099;Wahlkarten - Linz-Land;0;15.433;155;15.278;4.882;31,95;3.790;24,81;1.901;12,44;1.612;10,55;203;1,33;2.732;17,88;67;0,44;88;0,58;;0,00;;0,00;;0,00;;0,00;3;0,02
G41100;Perg;52.899;43.095;793;42.302;16.669;39,40;10.586;25,02;6.831;16,15;2.540;6,00;505;1,19;4.770;11,28;199;0,47;183;0,43;;0,00;;0,00;;0,00;;0,00;19;0,04
G41101;Allerheiligen im Mühlkreis;1.021;753;14;739;328;44,38;170;23,00;126;17,05;43;5,82;8;1,08;62;8,39;0;0,00;2;0,27;;0,00;;0,00;;0,00;;0,00;0;0,00
G41102;Arbing;1.158;813;13;800;324;40,50;176;22,00;127;15,88;67;8,38;4;0,50;101;12,63;1;0,13;0;0,00;;0,00;;0,00;;0,00;;0,00;0;0,00
G41103;Baumgartenberg;1.364;942;18;924;397;42,97;162;17,53;230;24,89;45;4,87;6;0,65;77;8,33;3;0,32;4;0,43;;0,00;;0,00;;0,00;;0,00;0;0,00
G41104;Dimbach;811;542;16;526;255;48,48;104;19,77;94;17,87;25;4,75;5;0,95;39;7,41;2;0,38;2;0,38;;0,00;;0,00;;0,00;;0,00;0;0,00
G41105;Grein;2.296;1.436;28;1.408;564;40,06;336;23,86;260;18,47;78;5,54;27;1,92;129;9,16;6;0,43;6;0,43;;0,00;;0,00;;0,00;;0,00;2;0,14
G41106;Katsdorf;2.525;1.689;33;1.656;597;36,05;411;24,82;203;12,26;141;8,51;30;1,81;260;15,70;7;0,42;7;0,42;;0,00;;0,00;;0,00;;0,00;0;0,00
G41107;Klam;761;462;7;455;187;41,10;71;15,60;128;28,13;24;5,27;6;1,32;35;7,69;1;0,22;3;0,66;;0,00;;0,00;;0,00;;0,00;0;0,00
G41108;Bad Kreuzen;1.781;1.148;24;1.124;702;62,46;91;8,10;175;15,57;56;4,98;8;0,71;79;7,03;4;0,36;9;0,80;;0,00;;0,00;;0,00;;0,00;0;0,00
G41109;Langenstein;1.951;1.369;19;1.350;404;29,93;530;39,26;217;16,07;58;4,30;12;0,89;115;8,52;7;0,52;6;0,44;;0,00;;0,00;;0,00;;0,00;1;0,07
G41110;Luftenberg an der Donau;3.320;2.179;41;2.138;676;31,62;661;30,92;374;17,49;127;5,94;39;1,82;242;11,32;5;0,23;12;0,56;;0,00;;0,00;;0,00;;0,00;2;0,09
G41111;Mauthausen;3.641;2.324;37;2.287;632;27,63;888;38,83;343;15,00;118;5,16;28;1,22;253;11,06;12;0,52;12;0,52;;0,00;;0,00;;0,00;;0,00;1;0,04
G41112;Mitterkirchen im Machland;1.350;892;17;875;420;48,00;196;22,40;154;17,60;33;3,77;7;0,80;58;6,63;3;0,34;4;0,46;;0,00;;0,00;;0,00;;0,00;0;0,00
G41113;Münzbach;1.309;961;41;920;521;56,63;98;10,65;184;20,00;38;4,13;8;0,87;66;7,17;2;0,22;3;0,33;;0,00;;0,00;;0,00;;0,00;0;0,00
G41114;Naarn im Machlande;2.799;2.002;27;1.975;894;45,27;451;22,84;327;16,56;110;5,57;22;1,11;158;8,00;7;0,35;5;0,25;;0,00;;0,00;;0,00;;0,00;1;0,05
G41115;Pabneukirchen;1.329;903;20;883;463;52,43;130;14,72;177;20,05;36;4,08;5;0,57;65;7,36;5;0,57;2;0,23;;0,00;;0,00;;0,00;;0,00;0;0,00
G41116;Perg;6.364;4.097;66;4.031;1.467;36,39;1.005;24,93;719;17,84;265;6,57;60;1,49;480;11,91;15;0,37;15;0,37;;0,00;;0,00;;0,00;;0,00;5;0,12
G41117;Rechberg;751;549;9;540;355;65,74;58;10,74;55;10,19;20;3,70;3;0,56;45;8,33;2;0,37;2;0,37;;0,00;;0,00;;0,00;;0,00;0;0,00
G41118;Ried in der Riedmark;3.410;2.357;47;2.310;843;36,49;692;29,96;330;14,29;141;6,10;20;0,87;261;11,30;13;0,56;8;0,35;;0,00;;0,00;;0,00;;0,00;2;0,09
G41119;St. Georgen am Walde;1.622;1.121;29;1.092;529;48,44;260;23,81;198;18,13;42;3,85;6;0,55;52;4,76;3;0,27;2;0,18;;0,00;;0,00;;0,00;;0,00;0;0,00
G41120;St. Georgen an der Gusen;3.279;2.231;38;2.193;662;30,19;712;32,47;290;13,22;133;6,06;33;1,50;336;15,32;16;0,73;10;0,46;;0,00;;0,00;;0,00;;0,00;1;0,05
G41121;St. Nikola an der Donau;563;375;8;367;206;56,13;68;18,53;44;11,99;14;3,81;5;1,36;22;5,99;5;1,36;3;0,82;;0,00;;0,00;;0,00;;0,00;0;0,00
G41122;St. Thomas am Blasenstein;739;505;7;498;329;66,06;52;10,44;62;12,45;21;4,22;4;0,80;27;5,42;2;0,40;1;0,20;;0,00;;0,00;;0,00;;0,00;0;0,00
G41123;Saxen;1.381;964;26;938;373;39,77;196;20,90;228;24,31;51;5,44;10;1,07;75;8,00;2;0,21;3;0,32;;0,00;;0,00;;0,00;;0,00;0;0,00
G41124;Schwertberg;3.957;2.668;46;2.622;792;30,21;862;32,88;413;15,75;150;5,72;40;1,53;346;13,20;11;0,42;7;0,27;;0,00;;0,00;;0,00;;0,00;1;0,04
G41125;Waldhausen im Strudengau;2.285;1.558;39;1.519;706;46,48;362;23,83;253;16,66;49;3,23;9;0,59;134;8,82;4;0,26;2;0,13;;0,00;;0,00;;0,00;;0,00;0;0,00
G41126;Windhaag bei Perg;1.132;769;15;754;409;54,24;101;13,40;119;15,78;37;4,91;8;1,06;74;9,81;4;0,53;2;0,27;;0,00;;0,00;;0,00;;0,00;0;0,00
G41199;Wahlkarten - Perg;0;7.486;108;7.378;2.634;35,70;1.743;23,62;1.001;13,57;618;8,38;92;1,25;1.179;15,98;57;0,77;51;0,69;;0,00;;0,00;;0,00;;0,00;3;0,04
G41200;Ried im Innkreis;46.593;35.635;513;35.122;14.904;42,43;5.228;14,89;7.882;22,44;2.378;6,77;415;1,18;4.011;11,42;158;0,45;142;0,40;;0,00;;0,00;;0,00;;0,00;4;0,01
G41201;Andrichsfurt;605;392;6;386;218;56,48;23;5,96;86;22,28;17;4,40;1;0,26;38;9,84;1;0,26;2;0,52;;0,00;;0,00;;0,00;;0,00;0;0,00
G41202;Antiesenhofen;813;451;9;442;197;44,57;79;17,87;119;26,92;22;4,98;3;0,68;21;4,75;1;0,23;0;0,00;;0,00;;0,00;;0,00;;0,00;0;0,00
G41203;Aurolzmünster;2.249;1.260;18;1.242;456;36,71;229;18,44;374;30,11;65;5,23;9;0,72;101;8,13;3;0,24;5;0,40;;0,00;;0,00;;0,00;;0,00;0;0,00
G41204;Eberschwang;2.719;1.644;41;1.603;575;35,87;343;21,40;407;25,39;95;5,93;13;0,81;153;9,54;11;0,69;5;0,31;;0,00;;0,00;;0,00;;0,00;1;0,06
G41205;Eitzing;655;399;6;393;191;48,60;53;13,49;97;24,68;21;5,34;2;0,51;29;7,38;0;0,00;0;0,00;;0,00;;0,00;;0,00;;0,00;0;0,00
G41206;Geiersberg;423;255;3;252;117;46,43;28;11,11;58;23,02;17;6,75;4;1,59;26;10,32;2;0,79;0;0,00;;0,00;;0,00;;0,00;;0,00;0;0,00
G41207;Geinberg;1.052;527;7;520;237;45,58;58;11,15;136;26,15;28;5,38;11;2,12;45;8,65;4;0,77;1;0,19;;0,00;;0,00;;0,00;;0,00;0;0,00
G41208;Gurten;929;554;4;550;231;42,00;98;17,82;144;26,18;37;6,73;5;0,91;31;5,64;3;0,55;1;0,18;;0,00;;0,00;;0,00;;0,00;0;0,00
G41209;Hohenzell;1.797;1.156;24;1.132;536;47,35;113;9,98;215;18,99;101;8,92;13;1,15;150;13,25;2;0,18;2;0,18;;0,00;;0,00;;0,00;;0,00;0;0,00
G41210;Kirchdorf am Inn;504;345;6;339;185;54,57;33;9,73;75;22,12;18;5,31;7;2,06;20;5,90;0;0,00;1;0,29;;0,00;;0,00;;0,00;;0,00;0;0,00
G41211;Kirchheim im Innkreis;587;407;10;397;207;52,14;39;9,82;98;24,69;20;5,04;2;0,50;29;7,30;1;0,25;1;0,25;;0,00;;0,00;;0,00;;0,00;0;0,00
G41212;Lambrechten;1.077;700;7;693;340;49,06;64;9,24;195;28,14;36;5,19;5;0,72;48;6,93;5;0,72;0;0,00;;0,00;;0,00;;0,00;;0,00;0;0,00
G41213;Lohnsburg am Kobernaußerwald;1.818;1.117;18;1.099;539;49,04;123;11,19;275;25,02;54;4,91;10;0,91;90;8,19;3;0,27;5;0,45;;0,00;;0,00;;0,00;;0,00;0;0,00
G41214;Mehrnbach;1.856;1.065;7;1.058;463;43,76;138;13,04;296;27,98;44;4,16;18;1,70;89;8,41;7;0,66;3;0,28;;0,00;;0,00;;0,00;;0,00;0;0,00
G41215;Mettmach;1.917;1.204;29;1.175;489;41,62;172;14,64;390;33,19;49;4,17;13;1,11;52;4,43;6;0,51;4;0,34;;0,00;;0,00;;0,00;;0,00;0;0,00
G41216;Mörschwang;271;179;3;176;94;53,41;12;6,82;25;14,20;11;6,25;0;0,00;34;19,32;0;0,00;0;0,00;;0,00;;0,00;;0,00;;0,00;0;0,00
G41217;Mühlheim am Inn;520;346;4;342;137;40,06;76;22,22;79;23,10;12;3,51;2;0,58;29;8,48;4;1,17;2;0,58;;0,00;;0,00;;0,00;;0,00;1;0,29
G41218;Neuhofen im Innkreis;1.925;1.197;18;1.179;490;41,56;210;17,81;225;19,08;94;7,97;8;0,68;138;11,70;8;0,68;6;0,51;;0,00;;0,00;;0,00;;0,00;0;0,00
G41219;Obernberg am Inn;1.148;555;5;550;207;37,64;97;17,64;153;27,82;35;6,36;3;0,55;51;9,27;0;0,00;4;0,73;;0,00;;0,00;;0,00;;0,00;0;0,00
G41220;Ort im Innkreis;921;585;5;580;258;44,48;71;12,24;162;27,93;28;4,83;4;0,69;53;9,14;1;0,17;3;0,52;;0,00;;0,00;;0,00;;0,00;0;0,00
G41221;Pattigham;756;469;3;466;212;45,49;37;7,94;123;26,39;27;5,79;4;0,86;59;12,66;4;0,86;0;0,00;;0,00;;0,00;;0,00;;0,00;0;0,00
G41222;Peterskirchen;577;395;6;389;218;56,04;26;6,68;79;20,31;27;6,94;1;0,26;29;7,46;8;2,06;1;0,26;;0,00;;0,00;;0,00;;0,00;0;0,00
G41223;Pramet;834;522;2;520;237;45,58;68;13,08;137;26,35;26;5,00;3;0,58;40;7,69;3;0,58;5;0,96;;0,00;;0,00;;0,00;;0,00;1;0,19
G41224;Reichersberg;1.149;678;13;665;317;47,67;81;12,18;162;24,36;32;4,81;7;1,05;64;9,62;1;0,15;0;0,00;;0,00;;0,00;;0,00;;0,00;1;0,15
G41225;Ried im Innkreis;8.345;4.542;49;4.493;1.454;32,36;971;21,61;982;21,86;346;7,70;83;1,85;612;13,62;24;0,53;21;0,47;;0,00;;0,00;;0,00;;0,00;0;0,00
G41226;St. Georgen bei Obernberg am Inn;454;312;1;311;191;61,41;27;8,68;41;13,18;18;5,79;3;0,96;29;9,32;1;0,32;1;0,32;;0,00;;0,00;;0,00;;0,00;0;0,00
G41227;St. Marienkirchen am Hausruck;676;510;5;505;261;51,68;31;6,14;115;22,77;42;8,32;2;0,40;51;10,10;2;0,40;1;0,20;;0,00;;0,00;;0,00;;0,00;0;0,00
G41228;St. Martin im Innkreis;1.345;702;11;691;280;40,52;114;16,50;168;24,31;38;5,50;6;0,87;84;12,16;1;0,14;0;0,00;;0,00;;0,00;;0,00;;0,00;0;0,00
G41229;Schildorn;962;583;14;569;258;45,34;104;18,28;102;17,93;41;7,21;11;1,93;45;7,91;6;1,05;2;0,35;;0,00;;0,00;;0,00;;0,00;0;0,00
G41230;Senftenbach;618;345;10;335;157;46,87;42;12,54;75;22,39;20;5,97;4;1,19;34;10,15;3;0,90;0;0,00;;0,00;;0,00;;0,00;;0,00;0;0,00
G41231;Taiskirchen im Innkreis;1.931;1.288;27;1.261;610;48,37;135;10,71;267;21,17;78;6,19;12;0,95;151;11,97;2;0,16;6;0,48;;0,00;;0,00;;0,00;;0,00;0;0,00
G41232;Tumeltsham;1.265;751;11;740;349;47,16;74;10,00;162;21,89;59;7,97;9;1,22;83;11,22;1;0,14;3;0,41;;0,00;;0,00;;0,00;;0,00;0;0,00
G41233;Utzenaich;1.199;771;19;752;348;46,28;106;14,10;159;21,14;47;6,25;6;0,80;79;10,51;3;0,40;4;0,53;;0,00;;0,00;;0,00;;0,00;0;0,00
G41234;Waldzell;1.766;1.136;17;1.119;511;45,67;194;17,34;275;24,58;61;5,45;7;0,63;68;6,08;1;0,09;2;0,18;;0,00;;0,00;;0,00;;0,00;0;0,00
G41235;Weilbach;482;321;4;317;182;57,41;31;9,78;67;21,14;8;2,52;0;0,00;26;8,20;2;0,63;1;0,32;;0,00;;0,00;;0,00;;0,00;0;0,00
G41236;Wippenham;448;294;7;287;106;36,93;66;23,00;58;20,21;18;6,27;8;2,79;30;10,45;1;0,35;0;0,00;;0,00;;0,00;;0,00;;0,00;0;0,00
G41299;Wahlkarten - Ried im Innkreis;0;7.678;84;7.594;3.046;40,11;1.062;13,98;1.301;17,13;686;9,03;116;1,53;1.300;17,12;33;0,43;50;0,66;;0,00;;0,00;;0,00;;0,00;0;0,00
G41300;Rohrbach;45.513;36.691;613;36.078;17.629;48,86;5.285;14,65;5.947;16,48;2.462;6,82;389;1,08;4.058;11,25;170;0,47;132;0,37;;0,00;;0,00;;0,00;;0,00;6;0,02
G41304;Altenfelden;1.804;1.225;28;1.197;518;43,27;175;14,62;272;22,72;100;8,35;20;1,67;101;8,44;6;0,50;5;0,42;;0,00;;0,00;;0,00;;0,00;0;0,00
G41305;Arnreit;909;693;12;681;376;55,21;62;9,10;113;16,59;50;7,34;7;1,03;71;10,43;1;0,15;1;0,15;;0,00;;0,00;;0,00;;0,00;0;0,00
G41306;Atzesberg;369;292;5;287;152;52,96;35;12,20;65;22,65;14;4,88;1;0,35;17;5,92;0;0,00;3;1,05;;0,00;;0,00;;0,00;;0,00;0;0,00
G41307;Auberg;427;311;5;306;170;55,56;26;8,50;59;19,28;18;5,88;4;1,31;26;8,50;1;0,33;2;0,65;;0,00;;0,00;;0,00;;0,00;0;0,00
G41309;Haslach an der Mühl;2.074;1.382;30;1.352;527;38,98;331;24,48;196;14,50;103;7,62;19;1,41;163;12,06;9;0,67;4;0,30;;0,00;;0,00;;0,00;;0,00;0;0,00
G41311;Hörbich;325;260;5;255;148;58,04;17;6,67;55;21,57;9;3,53;0;0,00;24;9,41;0;0,00;2;0,78;;0,00;;0,00;;0,00;;0,00;0;0,00
G41312;Hofkirchen im Mühlkreis;1.206;751;15;736;367;49,86;98;13,32;116;15,76;45;6,11;16;2,17;91;12,36;2;0,27;1;0,14;;0,00;;0,00;;0,00;;0,00;0;0,00
G41313;Julbach;1.283;846;27;819;365;44,57;238;29,06;133;16,24;33;4,03;5;0,61;38;4,64;4;0,49;3;0,37;;0,00;;0,00;;0,00;;0,00;0;0,00
G41314;Kirchberg ob der Donau;861;581;8;573;277;48,34;104;18,15;85;14,83;46;8,03;6;1,05;49;8,55;3;0,52;3;0,52;;0,00;;0,00;;0,00;;0,00;0;0,00
G41315;Klaffer am Hochficht;1.054;677;9;668;321;48,05;112;16,77;169;25,30;25;3,74;4;0,60;35;5,24;0;0,00;2;0,30;;0,00;;0,00;;0,00;;0,00;0;0,00
G41316;Kleinzell im Mühlkreis;1.312;878;15;863;389;45,08;159;18,42;120;13,90;57;6,60;8;0,93;125;14,48;1;0,12;3;0,35;;0,00;;0,00;;0,00;;0,00;1;0,12
G41317;Kollerschlag;1.192;839;12;827;457;55,26;91;11,00;201;24,30;27;3,26;11;1,33;37;4,47;1;0,12;2;0,24;;0,00;;0,00;;0,00;;0,00;0;0,00
G41318;Lembach im Mühlkreis;1.235;784;15;769;359;46,68;121;15,73;167;21,72;45;5,85;11;1,43;62;8,06;2;0,26;2;0,26;;0,00;;0,00;;0,00;;0,00;0;0,00
G41319;Lichtenau im Mühlkreis;404;238;6;232;135;58,19;29;12,50;51;21,98;6;2,59;1;0,43;9;3,88;1;0,43;0;0,00;;0,00;;0,00;;0,00;;0,00;0;0,00
G41320;Nebelberg;497;385;5;380;228;60,00;82;21,58;33;8,68;11;2,89;2;0,53;22;5,79;2;0,53;0;0,00;;0,00;;0,00;;0,00;;0,00;0;0,00
G41321;Neufelden;931;588;10;578;272;47,06;84;14,53;81;14,01;35;6,06;4;0,69;100;17,30;1;0,17;1;0,17;;0,00;;0,00;;0,00;;0,00;0;0,00
G41322;Niederkappel;789;562;19;543;324;59,67;45;8,29;102;18,78;35;6,45;0;0,00;30;5,52;6;1,10;1;0,18;;0,00;;0,00;;0,00;;0,00;0;0,00
G41323;Niederwaldkirchen;1.456;968;6;962;485;50,42;115;11,95;147;15,28;72;7,48;13;1,35;124;12,89;4;0,42;2;0,21;;0,00;;0,00;;0,00;;0,00;0;0,00
G41324;Oberkappel;527;313;7;306;209;68,30;32;10,46;42;13,73;11;3,59;0;0,00;12;3,92;0;0,00;0;0,00;;0,00;;0,00;;0,00;;0,00;0;0,00
G41325;Oepping;1.311;890;16;874;459;52,52;104;11,90;157;17,96;55;6,29;9;1,03;82;9,38;5;0,57;3;0,34;;0,00;;0,00;;0,00;;0,00;0;0,00
G41326;Peilstein im Mühlviertel;1.268;895;18;877;511;58,27;130;14,82;120;13,68;43;4,90;10;1,14;59;6,73;1;0,11;3;0,34;;0,00;;0,00;;0,00;;0,00;0;0,00
G41327;Pfarrkirchen im Mühlkreis;1.161;802;12;790;478;60,51;68;8,61;124;15,70;38;4,81;10;1,27;69;8,73;0;0,00;3;0,38;;0,00;;0,00;;0,00;;0,00;0;0,00
G41328;Putzleinsdorf;1.253;857;10;847;440;51,95;71;8,38;140;16,53;69;8,15;5;0,59;108;12,75;9;1,06;5;0,59;;0,00;;0,00;;0,00;;0,00;0;0,00
G41329;Neustift im Mühlkreis;1.146;774;14;760;411;54,08;109;14,34;93;12,24;46;6,05;4;0,53;91;11,97;1;0,13;5;0,66;;0,00;;0,00;;0,00;;0,00;0;0,00
G41331;St. Johann am Wimberg;815;534;15;519;250;48,17;59;11,37;113;21,77;35;6,74;0;0,00;57;10,98;2;0,39;3;0,58;;0,00;;0,00;;0,00;;0,00;0;0,00
G41332;St. Martin im Mühlkreis;2.970;2.030;33;1.997;924;46,27;317;15,87;331;16,57;144;7,21;21;1,05;246;12,32;6;0,30;8;0,40;;0,00;;0,00;;0,00;;0,00;0;0,00
G41333;St. Oswald bei Haslach;391;268;4;264;133;50,38;53;20,08;49;18,56;7;2,65;2;0,76;18;6,82;1;0,38;1;0,38;;0,00;;0,00;;0,00;;0,00;0;0,00
G41334;St. Peter am Wimberg;1.455;1.037;11;1.026;575;56,04;151;14,72;107;10,43;75;7,31;6;0,58;104;10,14;6;0,58;2;0,19;;0,00;;0,00;;0,00;;0,00;0;0,00
G41336;St. Ulrich im Mühlkreis;511;347;2;345;190;55,07;30;8,70;49;14,20;15;4,35;4;1,16;51;14,78;4;1,16;2;0,58;;0,00;;0,00;;0,00;;0,00;0;0,00
G41337;St. Veit im Mühlkreis;983;713;10;703;367;52,20;69;9,82;130;18,49;59;8,39;7;1,00;67;9,53;2;0,28;2;0,28;;0,00;;0,00;;0,00;;0,00;0;0,00
G41338;Sarleinsbach;1.839;1.329;23;1.306;738;56,51;145;11,10;201;15,39;75;5,74;12;0,92;127;9,72;7;0,54;1;0,08;;0,00;;0,00;;0,00;;0,00;0;0,00
G41341;Schwarzenberg am Böhmerwald;457;326;7;319;185;57,99;54;16,93;51;15,99;10;3,13;5;1,57;14;4,39;0;0,00;0;0,00;;0,00;;0,00;;0,00;;0,00;0;0,00
G41342;Ulrichsberg;2.349;1.503;29;1.474;718;48,71;205;13,91;301;20,42;86;5,83;12;0,81;129;8,75;16;1,09;6;0,41;;0,00;;0,00;;0,00;;0,00;1;0,07
G41343;Aigen-Schlägl;2.618;1.565;25;1.540;777;50,45;233;15,13;272;17,66;71;4,61;22;1,43;158;10,26;1;0,06;6;0,39;;0,00;;0,00;;0,00;;0,00;0;0,00
G41344;Rohrbach-Berg;4.159;2.587;45;2.542;1.207;47,48;335;13,18;401;15,77;198;7,79;31;1,22;351;13,81;11;0,43;7;0,28;;0,00;;0,00;;0,00;;0,00;1;0,04
G41345;Helfenberg;1.263;890;11;879;368;41,87;157;17,86;162;18,43;91;10,35;11;1,25;78;8,87;10;1,14;2;0,23;;0,00;;0,00;;0,00;;0,00;0;0,00
G41346;St. Stefan-Afiesl;909;646;14;632;333;52,69;76;12,03;107;16,93;45;7,12;5;0,79;62;9,81;2;0,32;2;0,32;;0,00;;0,00;;0,00;;0,00;0;0,00
G41399;Wahlkarten - Rohrbach;0;6.125;75;6.050;2.486;41,09;963;15,92;832;13,75;558;9,22;81;1,34;1.051;17,37;42;0,69;34;0,56;;0,00;;0,00;;0,00;;0,00;3;0,05
G41400;Schärding;44.551;34.934;484;34.450;15.699;45,57;5.122;14,87;7.941;23,05;1.867;5,42;306;0,89;3.218;9,34;154;0,45;138;0,40;;0,00;;0,00;;0,00;;0,00;5;0,01
G41401;Altschwendt;543;391;8;383;184;48,04;60;15,67;78;20,37;17;4,44;4;1,04;37;9,66;1;0,26;1;0,26;;0,00;;0,00;;0,00;;0,00;1;0,26
G41402;Andorf;4.103;2.850;39;2.811;1.157;41,16;540;19,21;747;26,57;123;4,38;23;0,82;203;7,22;11;0,39;7;0,25;;0,00;;0,00;;0,00;;0,00;0;0,00
G41403;Brunnenthal;1.566;984;12;972;408;41,98;146;15,02;247;25,41;49;5,04;8;0,82;101;10,39;7;0,72;6;0,62;;0,00;;0,00;;0,00;;0,00;0;0,00
G41404;Diersbach;1.310;844;9;835;376;45,03;115;13,77;211;25,27;38;4,55;9;1,08;83;9,94;3;0,36;0;0,00;;0,00;;0,00;;0,00;;0,00;0;0,00
G41405;Dorf an der Pram;854;575;7;568;325;57,22;63;11,09;96;16,90;37;6,51;6;1,06;36;6,34;5;0,88;0;0,00;;0,00;;0,00;;0,00;;0,00;0;0,00
G41406;Eggerding;1.053;658;11;647;357;55,18;51;7,88;146;22,57;42;6,49;3;0,46;42;6,49;5;0,77;1;0,15;;0,00;;0,00;;0,00;;0,00;0;0,00
G41407;Engelhartszell;764;391;4;387;178;45,99;54;13,95;94;24,29;14;3,62;2;0,52;42;10,85;3;0,78;0;0,00;;0,00;;0,00;;0,00;;0,00;0;0,00
G41408;Enzenkirchen;1.442;971;17;954;416;43,61;142;14,88;301;31,55;37;3,88;4;0,42;46;4,82;4;0,42;4;0,42;;0,00;;0,00;;0,00;;0,00;0;0,00
G41409;Esternberg;2.347;1.540;25;1.515;791;52,21;147;9,70;361;23,83;68;4,49;19;1,25;106;7,00;9;0,59;13;0,86;;0,00;;0,00;;0,00;;0,00;1;0,07
G41410;Freinberg;996;560;1;559;321;57,42;76;13,60;107;19,14;21;3,76;3;0,54;30;5,37;0;0,00;1;0,18;;0,00;;0,00;;0,00;;0,00;0;0,00
G41411;Kopfing im Innkreis;1.625;1.104;24;1.080;512;47,41;117;10,83;303;28,06;50;4,63;14;1,30;75;6,94;4;0,37;5;0,46;;0,00;;0,00;;0,00;;0,00;0;0,00
G41412;Mayrhof;249;176;2;174;88;50,57;8;4,60;54;31,03;14;8,05;1;0,57;8;4,60;1;0,57;0;0,00;;0,00;;0,00;;0,00;;0,00;0;0,00
G41413;Münzkirchen;2.091;1.386;13;1.373;676;49,24;169;12,31;332;24,18;68;4,95;11;0,80;106;7,72;9;0,66;2;0,15;;0,00;;0,00;;0,00;;0,00;0;0,00
G41414;Raab;1.819;1.138;13;1.125;462;41,07;112;9,96;345;30,67;52;4,62;16;1,42;124;11,02;9;0,80;5;0,44;;0,00;;0,00;;0,00;;0,00;0;0,00
G41415;Rainbach im Innkreis;1.187;830;11;819;376;45,91;125;15,26;213;26,01;44;5,37;5;0,61;54;6,59;1;0,12;1;0,12;;0,00;;0,00;;0,00;;0,00;0;0,00
G41416;Riedau;1.586;918;13;905;325;35,91;215;23,76;200;22,10;50;5,52;8;0,88;95;10,50;10;1,10;2;0,22;;0,00;;0,00;;0,00;;0,00;0;0,00
G41417;St. Aegidi;1.290;918;12;906;484;53,42;93;10,26;230;25,39;27;2,98;3;0,33;63;6,95;3;0,33;3;0,33;;0,00;;0,00;;0,00;;0,00;0;0,00
G41418;St. Florian am Inn;2.333;1.434;14;1.420;545;38,38;283;19,93;351;24,72;74;5,21;11;0,77;145;10,21;8;0,56;3;0,21;;0,00;;0,00;;0,00;;0,00;0;0,00
G41419;St. Marienkirchen bei Schärding;1.454;903;18;885;445;50,28;96;10,85;233;26,33;38;4,29;8;0,90;57;6,44;2;0,23;6;0,68;;0,00;;0,00;;0,00;;0,00;0;0,00
G41420;St. Roman;1.427;984;11;973;563;57,86;52;5,34;252;25,90;51;5,24;6;0,62;44;4,52;2;0,21;3;0,31;;0,00;;0,00;;0,00;;0,00;0;0,00
