;;Nationalratswahl vom 28.09.2008 in Niederösterreich;;;;;;;;;;;;;;;Ant. % = Stimmenanteil in %;;;;Diff. % = Differenz zu Nationalratswahl 2006;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
31649;Staatz                                  ;1.691;79,18;39;1.300;356;27,38;-3,37;554;42,62;-9,21;66;5,08;0,06;217;16,69;9,69;62;4,77;2,87;8;0,62;0,62;9;0,69;0,69;11;0,85;0,39;3;0,23;0,23;14;1,08;1,08;;;;;;;;;;;;;;;
31650;Stronsdorf                              ;1.364;82,99;20;1.112;171;15,38;-4,16;588;52,88;-9,65;35;3,15;-0,51;218;19,60;11,13;72;6,47;4,06;2;0,18;0,18;8;0,72;0,72;2;0,18;-0,09;5;0,45;0,45;11;0,99;0,99;;;;;;;;;;;;;;;
31651;Ulrichskirchen - Schleinbach            ;2.004;81,19;33;1.594;538;33,75;-5,28;448;28,11;-6,89;168;10,54;0,37;289;18,13;8,28;87;5,46;3,73;14;0,88;0,88;24;1,51;1,51;11;0,69;-0,21;1;0,06;0,06;14;0,88;0,88;;;;;;;;;;;;;;;
31652;Unterstinkenbrunn                       ;475;82,32;10;381;62;16,27;-2,06;211;55,38;-11,01;15;3,94;1,44;55;14,44;7,77;23;6,04;4,10;3;0,79;0,79;3;0,79;0,79;1;0,26;-0,02;1;0,26;0,26;7;1,84;1,84;;;;;;;;;;;;;;;
31653;Wildendürnbach                          ;1.289;82,23;41;1.019;181;17,76;-3,08;577;56,62;-8,72;32;3,14;0,80;154;15,11;8,78;41;4,02;2,17;2;0,20;0,20;15;1,47;1,47;6;0,59;0,30;6;0,59;0,59;5;0,49;0,49;;;;;;;;;;;;;;;
31654;Wilfersdorf                             ;1.644;81,75;45;1.299;408;31,41;-2,71;438;33,72;-10,91;53;4,08;-0,98;293;22,56;12,29;54;4,16;1,87;12;0,92;0,92;21;1,62;1,62;4;0,31;-0,32;4;0,31;0,31;12;0,92;0,92;;;;;;;;;;;;;;;
31655;Wolkersdorf im Weinviertel              ;5.184;79,90;67;4.075;1.025;25,15;-4,96;1.418;34,80;-4,86;554;13,60;-0,99;653;16,02;6,02;203;4,98;3,25;37;0,91;0,91;99;2,43;2,43;22;0,54;-0,49;15;0,37;0,37;49;1,20;1,20;;;;;;;;;;;;;;;
31658;Ottenthal                               ;500;86,40;15;417;65;15,59;1,27;251;60,19;-14,03;14;3,36;0,26;54;12,95;8,18;17;4,08;2,41;6;1,44;1,44;2;0,48;0,48;4;0,96;0,96;2;0,48;0,48;2;0,48;0,48;;;;;;;;;;;;;;;
317;Bezirk Mödling                          ;86.609;81,77;1.159;69.660;18.511;26,57;-5,38;20.415;29,31;-7,12;10.248;14,71;-1,55;10.917;15,67;6,36;4.529;6,50;4,28;572;0,82;0,82;2.821;4,05;4,05;488;0,70;-0,14;442;0,63;0,63;717;1,03;1,03;;;;;;;;;;;;;;;
     ;Wahlkarten                              ;0;0,00;69;6.129;1.289;21,03;21,03;2.354;38,41;38,41;1.042;17,00;17,00;630;10,28;10,28;280;4,57;4,57;53;0,86;0,86;325;5,30;5,30;38;0,62;0,62;54;0,88;0,88;64;1,04;1,04;;;;;;;;;;;;;;;
31701;Achau                                   ;939;74,33;17;681;254;37,30;-6,38;150;22,03;-6,48;87;12,78;0,28;127;18,65;7,69;31;4,55;3,71;8;1,17;1,17;14;2,06;2,06;3;0,44;0,16;2;0,29;0,29;5;0,73;0,73;;;;;;;;;;;;;;;
31702;Biedermannsdorf                         ;2.290;76,46;26;1.725;447;25,91;-2,56;542;31,42;-7,58;231;13,39;-2,70;292;16,93;6,39;115;6,67;4,67;14;0,81;0,81;54;3,13;3,13;9;0,52;-0,40;5;0,29;0,29;16;0,93;0,93;;;;;;;;;;;;;;;
31703;Breitenfurt bei Wien                    ;4.637;76,11;57;3.472;942;27,13;-2,75;971;27,97;-8,68;520;14,98;-1,97;548;15,78;5,48;243;7,00;4,78;22;0,63;0,63;148;4,26;4,26;19;0,55;-0,15;26;0,75;0,75;33;0,95;0,95;;;;;;;;;;;;;;;
31704;Brunn am Gebirge                        ;8.177;73,82;109;5.927;1.734;29,26;-5,87;1.580;26,66;-6,74;821;13,85;-1,77;1.043;17,60;7,78;378;6,38;4,53;33;0,56;0,56;206;3,48;3,48;47;0,79;-0,52;22;0,37;0,37;63;1,06;1,06;;;;;;;;;;;;;;;
31706;Gaaden                                  ;1.201;77,10;15;911;169;18,55;-5,82;301;33,04;-12,12;143;15,70;-0,84;151;16,58;8,64;91;9,99;7,81;8;0,88;0,88;27;2,96;2,96;7;0,77;0,12;5;0,55;0,55;9;0,99;0,99;;;;;;;;;;;;;;;
31707;Gießhübl                                ;1.512;76,98;21;1.143;223;19,51;-3,68;428;37,45;-5,65;200;17,50;-2,85;127;11,11;3,41;72;6,30;4,09;14;1,22;1,22;56;4,90;4,90;2;0,17;-0,63;11;0,96;0,96;10;0,87;0,87;;;;;;;;;;;;;;;
31709;Gumpoldskirchen                         ;2.707;78,35;41;2.080;549;26,39;-5,05;587;28,22;-7,61;287;13,80;-2,19;338;16,25;6,53;178;8,56;5,89;18;0,87;0,87;83;3,99;3,99;11;0,53;-0,36;8;0,38;0,38;21;1,01;1,01;;;;;;;;;;;;;;;
31710;Guntramsdorf                            ;6.665;77,39;91;5.067;1.880;37,10;-7,27;937;18,49;-7,75;554;10,93;-0,72;999;19,72;8,57;394;7,78;5,60;36;0,71;0,71;169;3,34;3,34;31;0,61;-0,31;25;0,49;0,49;42;0,83;0,83;;;;;;;;;;;;;;;
31711;Hennersdorf                             ;1.210;81,16;15;967;343;35,47;-11,01;232;23,99;-3,77;105;10,86;-1,13;190;19,65;11,13;59;6,10;4,42;5;0,52;0,52;19;1,96;1,96;9;0,93;0,30;1;0,10;0,10;4;0,41;0,41;;;;;;;;;;;;;;;
31712;Hinterbrühl                             ;2.995;73,92;21;2.193;403;18,38;-1,82;878;40,04;-9,36;321;14,64;-4,32;263;11,99;5,58;107;4,88;2,61;24;1,09;1,09;144;6,57;6,57;15;0,68;0,19;11;0,50;0,50;27;1,23;1,23;;;;;;;;;;;;;;;
31713;Kaltenleutgeben                         ;2.522;74,86;31;1.857;595;32,04;-7,17;425;22,89;-8,12;243;13,09;-0,61;357;19,22;8,53;125;6,73;5,04;11;0,59;0,59;69;3,72;3,72;11;0,59;-0,04;11;0,59;0,59;10;0,54;0,54;;;;;;;;;;;;;;;
31714;Laab im Walde                           ;920;77,83;11;705;170;24,11;-0,68;244;34,61;-7,78;131;18,58;-2,12;62;8,79;1,89;32;4,54;2,71;4;0,57;0,57;29;4,11;4,11;11;1,56;0,71;8;1,13;1,13;14;1,99;1,99;;;;;;;;;;;;;;;
31715;Laxenburg                               ;2.090;72,97;17;1.508;376;24,93;0,15;488;32,36;-13,34;214;14,19;-1,42;211;13,99;5,20;94;6,23;4,02;15;0,99;0,99;75;4,97;4,97;9;0,60;0,16;13;0,86;0,86;13;0,86;0,86;;;;;;;;;;;;;;;
31716;Maria Enzersdorf                        ;6.623;71,06;72;4.634;726;15,67;-2,50;1.808;39,02;-9,88;854;18,43;-1,19;571;12,32;4,64;315;6,80;4,69;22;0,47;0,47;216;4,66;4,66;25;0,54;-0,18;46;0,99;0,99;51;1,10;1,10;;;;;;;;;;;;;;;
31717;Mödling                                 ;15.441;71,12;212;10.769;2.660;24,70;-4,25;3.140;29,16;-7,74;1.912;17,75;-2,09;1.510;14,02;6,02;676;6,28;3,78;108;1,00;1,00;485;4,50;4,50;108;1,00;0,00;79;0,73;0,73;91;0,85;0,85;;;;;;;;;;;;;;;
31718;Münchendorf                             ;1.873;78,96;27;1.452;483;33,26;-8,64;358;24,66;-6,31;112;7,71;-2,38;306;21,07;10,20;117;8,06;4,86;14;0,96;0,96;49;3,37;3,37;2;0,14;-0,36;1;0,07;0,07;10;0,69;0,69;;;;;;;;;;;;;;;
31719;Perchtoldsdorf                          ;11.489;76,53;154;8.639;1.812;20,97;-3,34;3.012;34,87;-8,85;1.410;16,32;-1,23;1.198;13,87;5,18;512;5,93;3,94;68;0,79;0,79;386;4,47;4,47;55;0,64;-0,08;73;0,85;0,85;113;1,31;1,31;;;;;;;;;;;;;;;
31723;Vösendorf                               ;4.388;72,63;54;3.133;1.191;38,01;-8,57;503;16,05;-6,15;285;9,10;-0,84;739;23,59;9,90;241;7,69;4,53;34;1,09;1,09;59;1,88;1,88;31;0,99;0,21;12;0,38;0,38;38;1,21;1,21;;;;;;;;;;;;;;;
31725;Wiener Neudorf                          ;6.999;74,41;77;5.131;1.902;37,07;-7,98;929;18,11;-6,20;590;11,50;-2,60;996;19,41;9,14;357;6,96;4,79;49;0,95;0,95;177;3,45;3,45;33;0,64;-0,19;25;0,49;0,49;73;1,42;1,42;;;;;;;;;;;;;;;
31726;Wienerwald                              ;1.931;80,74;22;1.537;363;23,62;-6,02;548;35,65;-8,21;186;12,10;-1,65;259;16,85;9,20;112;7,29;4,88;12;0,78;0,78;31;2,02;2,02;12;0,78;-0,09;4;0,26;0,26;10;0,65;0,65;;;;;;;;;;;;;;;
318;Bezirk Neunkirchen                      ;68.619;83,61;1.349;56.020;20.300;36,24;-6,80;14.913;26,62;-6,63;3.294;5,88;-0,92;11.418;20,38;9,32;3.701;6,61;4,33;479;0,86;0,86;636;1,14;1,14;318;0,57;-0,18;377;0,67;0,67;584;1,04;1,04;;;;;;;;;;;;;;;
     ;Wahlkarten                              ;0;0,00;51;3.680;1.232;33,48;33,48;1.131;30,73;30,73;326;8,86;8,86;583;15,84;15,84;209;5,68;5,68;28;0,76;0,76;84;2,28;2,28;13;0,35;0,35;17;0,46;0,46;57;1,55;1,55;;;;;;;;;;;;;;;
31801;Altendorf                               ;254;78,74;2;198;33;16,67;-6,56;93;46,97;-12,12;2;1,01;-4,04;34;17,17;7,57;21;10,61;8,59;2;1,01;1,01;3;1,52;1,52;2;1,01;1,01;1;0,51;0,51;7;3,54;3,54;;;;;;;;;;;;;;;
31802;Aspang-Markt                            ;1.587;77,25;33;1.193;385;32,27;-4,01;406;34,03;-9,01;47;3,94;-1,13;208;17,44;7,87;109;9,14;5,84;8;0,67;0,67;7;0,59;0,59;3;0,25;-0,31;6;0,50;0,50;14;1,17;1,17;;;;;;;;;;;;;;;
31803;Aspangberg - St. Peter                  ;1.610;81,30;42;1.267;293;23,13;-5,30;555;43,80;-9,21;38;3,00;-1,74;241;19,02;10,59;100;7,89;5,32;8;0,63;0,63;5;0,39;0,39;8;0,63;-0,25;9;0,71;0,71;10;0,79;0,79;;;;;;;;;;;;;;;
31804;Breitenau                               ;1.153;81,70;37;905;384;42,43;-10,23;184;20,33;-5,19;42;4,64;-0,67;202;22,32;11,93;60;6,63;3,86;7;0,77;0,77;12;1,33;1,33;3;0,33;-0,13;2;0,22;0,22;9;0,99;0,99;;;;;;;;;;;;;;;
31805;Breitenstein                            ;288;73,26;9;202;74;36,63;-2,79;59;29,21;-8,96;7;3,47;-0,68;37;18,32;7,95;14;6,93;3,61;0;0,00;0,00;4;1,98;1,98;1;0,50;-0,33;0;0,00;0,00;6;2,97;2,97;;;;;;;;;;;;;;;
31806;Buchbach                                ;281;77,58;2;216;100;46,30;-5,38;58;26,85;-7,60;12;5,56;-0,74;24;11,11;5,65;11;5,09;4,25;1;0,46;0,46;6;2,78;2,78;1;0,46;0,46;0;0,00;0,00;3;1,39;1,39;;;;;;;;;;;;;;;
31807;Edlitz                                  ;764;82,20;26;602;150;24,92;-2,75;268;44,52;-7,10;26;4,32;-4,58;99;16,45;9,17;31;5,15;3,69;2;0,33;0,33;7;1,16;1,16;5;0,83;0,51;4;0,66;0,66;10;1,66;1,66;;;;;;;;;;;;;;;
31808;Enzenreith                              ;1.575;79,87;35;1.223;453;37,04;-9,87;276;22,57;-2,87;69;5,64;-1,65;295;24,12;9,62;85;6,95;5,21;5;0,41;0,41;12;0,98;0,98;13;1,06;0,11;7;0,57;0,57;8;0,65;0,65;;;;;;;;;;;;;;;
31809;Feistritz am Wechsel                    ;903;82,50;18;727;130;17,88;-6,35;320;44,02;-11,16;34;4,68;0,76;168;23,11;10,65;46;6,33;4,79;9;1,24;1,24;7;0,96;0,96;4;0,55;-0,57;6;0,83;0,83;3;0,41;0,41;;;;;;;;;;;;;;;
31810;Gloggnitz                               ;4.758;75,54;92;3.502;1.408;40,21;-7,17;712;20,33;-7,03;212;6,05;-0,78;772;22,04;9,58;265;7,57;5,15;29;0,83;0,83;39;1,11;1,11;18;0,51;-0,22;14;0,40;0,40;33;0,94;0,94;;;;;;;;;;;;;;;
31811;Grafenbach - St. Valentin               ;1.817;82,72;37;1.466;590;40,25;-9,30;282;19,24;-7,09;77;5,25;-0,57;357;24,35;11,32;88;6,00;3,64;19;1,30;1,30;11;0,75;0,75;17;1,16;0,05;10;0,68;0,68;15;1,02;1,02;;;;;;;;;;;;;;;
31812;Grimmenstein                            ;1.101;84,65;29;903;299;33,11;-3,96;358;39,65;-5,48;22;2,44;-1,75;145;16,06;6,95;52;5,76;3,98;4;0,44;0,44;4;0,44;0,44;3;0,33;0,02;5;0,55;0,55;11;1,22;1,22;;;;;;;;;;;;;;;
31813;Grünbach am Schneeberg                  ;1.388;74,21;16;1.014;464;45,76;-5,64;180;17,75;-5,54;54;5,33;-2,40;193;19,03;10,04;69;6,80;4,48;19;1,87;1,87;8;0,79;0,79;7;0,69;-0,95;3;0,30;0,30;17;1,68;1,68;;;;;;;;;;;;;;;
31814;Kirchberg am Wechsel                    ;1.904;82,56;29;1.543;255;16,53;-2,29;701;45,43;-9,46;66;4,28;-1,29;396;25,66;9,33;68;4,41;2,64;17;1,10;1,10;6;0,39;0,39;4;0,26;-0,59;22;1,43;1,43;8;0,52;0,52;;;;;;;;;;;;;;;
31815;Mönichkirchen                           ;525;75,24;6;389;87;22,37;-5,99;176;45,24;-11,48;16;4,11;1,37;71;18,25;10,29;24;6,17;4,18;6;1,54;1,54;3;0,77;0,77;0;0,00;-0,25;2;0,51;0,51;4;1,03;1,03;;;;;;;;;;;;;;;
31817;Natschbach - Loipersbach                ;1.314;80,29;30;1.025;279;27,22;-2,79;328;32,00;-11,04;58;5,66;-1,84;230;22,44;9,51;82;8,00;4,94;9;0,88;0,88;11;1,07;1,07;5;0,49;0,19;9;0,88;0,88;14;1,37;1,37;;;;;;;;;;;;;;;
31818;Neunkirchen                             ;8.975;72,78;128;6.404;2.601;40,62;-7,88;1.159;18,10;-4,10;519;8,10;-1,59;1.434;22,39;8,71;417;6,51;3,80;53;0,83;0,83;96;1,50;1,50;38;0,59;-0,15;35;0,55;0,55;52;0,81;0,81;;;;;;;;;;;;;;;
31820;Otterthal                               ;463;79,91;11;359;95;26,46;-7,35;124;34,54;-13,02;10;2,79;-0,36;97;27,02;15,27;24;6,69;4,68;1;0,28;0,28;0;0,00;0,00;2;0,56;-0,01;1;0,28;0,28;5;1,39;1,39;;;;;;;;;;;;;;;
31821;Payerbach                               ;1.851;77,04;38;1.388;566;40,78;-6,88;314;22,62;-6,56;100;7,20;-0,71;239;17,22;9,17;94;6,77;4,25;15;1,08;1,08;16;1,15;1,15;14;1,01;-0,04;7;0,50;0,50;23;1,66;1,66;;;;;;;;;;;;;;;
31823;Pitten                                  ;1.907;78,66;23;1.477;503;34,06;-6,69;372;25,19;-9,04;117;7,92;0,09;324;21,94;10,35;102;6,91;5,20;7;0,47;0,47;26;1,76;1,76;5;0,34;-0,71;4;0,27;0,27;17;1,15;1,15;;;;;;;;;;;;;;;
31825;Prigglitz                               ;409;75,79;12;298;85;28,52;-3,84;116;38,93;-8,00;22;7,38;0,26;41;13,76;4,37;21;7,05;5,11;4;1,34;1,34;5;1,68;1,68;0;0,00;-0,32;0;0,00;0,00;4;1,34;1,34;;;;;;;;;;;;;;;
31826;Puchberg am Schneeberg                  ;2.251;77,97;22;1.733;673;38,83;-6,79;487;28,10;-6,74;79;4,56;-1,22;303;17,48;9,11;102;5,89;4,24;31;1,79;1,79;15;0,87;0,87;14;0,81;0,15;7;0,40;0,40;22;1,27;1,27;;;;;;;;;;;;;;;
31827;Raach am Hochgebirge                    ;253;85,38;7;209;45;21,53;-2,98;122;58,37;-5,85;3;1,44;-1,50;28;13,40;7,03;1;0,48;0,48;0;0,00;0,00;1;0,48;0,48;4;1,91;0,44;1;0,48;0,48;4;1,91;1,91;;;;;;;;;;;;;;;
31829;Reichenau an der Rax                    ;2.243;78,24;41;1.714;572;33,37;-5,00;481;28,06;-6,85;109;6,36;-1,28;331;19,31;7,60;131;7,64;4,57;10;0,58;0,58;28;1,63;1,63;14;0,82;-0,07;14;0,82;0,82;24;1,40;1,40;;;;;;;;;;;;;;;
31830;St. Corona am Wechsel                   ;298;80,20;3;236;11;4,66;0,11;154;65,25;-14,09;5;2,12;1,29;44;18,64;5,83;13;5,51;4,68;2;0,85;0,85;0;0,00;0,00;1;0,42;0,42;5;2,12;2,12;1;0,42;0,42;;;;;;;;;;;;;;;
31831;St. Egyden am Steinfeld                 ;1.460;79,11;21;1.134;365;32,19;-6,81;312;27,51;-9,59;49;4,32;-2,01;247;21,78;12,28;81;7,14;4,52;25;2,20;2,20;15;1,32;1,32;6;0,53;-0,28;17;1,50;1,50;17;1,50;1,50;;;;;;;;;;;;;;;
31832;Scheiblingkirchen - Thernberg           ;1.547;79,64;23;1.209;280;23,16;-3,80;530;43,84;-8,51;72;5,96;-1,38;211;17,45;8,88;64;5,29;3,56;9;0,74;0,74;19;1,57;1,57;7;0,58;0,17;7;0,58;0,58;10;0,83;0,83;;;;;;;;;;;;;;;
31833;Schottwien                              ;571;73,20;5;413;115;27,85;0,22;123;29,78;-14,25;20;4,84;-0,55;110;26,63;9,77;30;7,26;4,92;1;0,24;0,24;4;0,97;0,97;3;0,73;0,26;0;0,00;0,00;7;1,69;1,69;;;;;;;;;;;;;;;
31834;Schrattenbach                           ;290;75,17;8;210;59;28,10;4,57;85;40,48;-10,36;6;2,86;-2,18;40;19,05;5,60;14;6,67;4,15;1;0,48;0,48;0;0,00;0,00;2;0,95;0,11;2;0,95;0,95;1;0,48;0,48;;;;;;;;;;;;;;;
31835;Schwarzau am Steinfeld                  ;1.443;77,27;26;1.089;430;39,49;-8,81;242;22,22;-7,44;57;5,23;-1,66;237;21,76;12,39;60;5,51;3,58;6;0,55;0,55;15;1,38;1,38;4;0,37;-0,46;31;2,85;2,85;7;0,64;0,64;;;;;;;;;;;;;;;
31836;Schwarzau im Gebirge                    ;566;76,33;11;421;190;45,13;-7,08;108;25,65;-8,20;13;3,09;-0,23;63;14,96;10,31;20;4,75;2,76;6;1,43;1,43;7;1,66;1,66;1;0,24;0,02;8;1,90;1,90;5;1,19;1,19;;;;;;;;;;;;;;;
31837;Seebenstein                             ;1.090;80,46;39;838;321;38,31;-6,39;177;21,12;-11,77;50;5,97;0,79;207;24,70;12,65;47;5,61;3,80;7;0,84;0,84;7;0,84;0,84;6;0,72;0,00;9;1,07;1,07;7;0,84;0,84;;;;;;;;;;;;;;;
31838;Semmering                               ;482;64,52;9;302;103;34,11;-6,36;94;31,13;-6,47;15;4,97;1,31;57;18,87;8,17;26;8,61;4,69;0;0,00;0,00;0;0,00;0,00;2;0,66;0,14;3;0,99;0,99;2;0,66;0,66;;;;;;;;;;;;;;;
31839;Ternitz                                 ;11.802;78,33;204;9.040;4.460;49,34;-8,81;1.183;13,09;-3,81;539;5,96;-1,36;1.948;21,55;10,25;564;6,24;3,90;71;0,79;0,79;87;0,96;0,96;61;0,67;-0,19;53;0,59;0,59;74;0,82;0,82;;;;;;;;;;;;;;;
31840;Thomasberg                              ;1.027;81,89;25;816;196;24,02;-4,02;350;42,89;-12,43;28;3,43;0,18;143;17,52;9,26;72;8,82;5,82;8;0,98;0,98;5;0,61;0,61;2;0,25;-0,13;7;0,86;0,86;5;0,61;0,61;;;;;;;;;;;;;;;
31841;Trattenbach                             ;471;83,86;17;378;61;16,14;-1,74;181;47,88;-12,48;14;3,70;0,33;92;24,34;10,87;23;6,08;3,49;1;0,26;0,26;1;0,26;0,26;0;0,00;-0,26;3;0,79;0,79;2;0,53;0,53;;;;;;;;;;;;;;;
31842;Bürg-Vöstenhof                          ;136;83,09;3;110;32;29,09;-7,27;45;40,91;-6,36;4;3,64;0,91;17;15,45;7,27;8;7,27;7,27;1;0,91;0,91;0;0,00;0,00;0;0,00;0,00;0;0,00;0,00;3;2,73;2,73;;;;;;;;;;;;;;;
31843;Warth                                   ;1.299;85,22;35;1.072;276;25,75;-1,92;467;43,56;-9,29;51;4,76;-1,40;166;15,49;7,31;78;7,28;5,17;7;0,65;0,65;4;0,37;0,37;2;0,19;-0,18;11;1,03;1,03;10;0,93;0,93;;;;;;;;;;;;;;;
31844;Wartmannstetten                         ;1.328;84,71;29;1.096;265;24,18;-4,33;450;41,06;-9,44;53;4,84;-2,04;198;18,07;8,30;96;8,76;6,50;6;0,55;0,55;8;0,73;0,73;2;0,18;0,00;7;0,64;0,64;11;1,00;1,00;;;;;;;;;;;;;;;
31845;Willendorf                              ;721;75,73;18;528;169;32,01;-5,59;133;25,19;-11,62;51;9,66;-0,18;109;20,64;11,58;45;8,52;7,14;2;0,38;0,38;8;1,52;1,52;4;0,76;-0,42;2;0,38;0,38;5;0,95;0,95;;;;;;;;;;;;;;;
31846;Wimpassing im Schwarzatale              ;1.329;76,90;19;1.003;504;50,25;-11,63;114;11,37;-4,38;69;6,88;1,10;224;22,33;11,52;57;5,68;3,72;7;0,70;0,70;7;0,70;0,70;5;0,50;-1,18;4;0,40;0,40;12;1,20;1,20;;;;;;;;;;;;;;;
31847;Würflach                                ;1.288;79,74;30;997;351;35,21;-5,51;308;30,89;-4,49;58;5,82;-1,56;182;18,25;8,61;52;5,22;3,48;13;1,30;1,30;12;1,20;1,20;5;0,50;-0,12;5;0,50;0,50;11;1,10;1,10;;;;;;;;;;;;;;;
31848;Zöbern                                  ;1.202;82,53;34;958;149;15,55;-3,14;487;50,84;-14,61;36;3,76;-0,99;146;15,24;8,47;96;10,02;8,40;3;0,31;0,31;11;1,15;1,15;4;0,42;-0,09;16;1,67;1,67;10;1,04;1,04;;;;;;;;;;;;;;;
31849;Höflein an der Hohen Wand               ;695;78,71;14;533;207;38,84;-11,83;108;20,26;-3,64;37;6,94;-1,86;125;23,45;13,89;29;5,44;3,34;9;1,69;1,69;10;1,88;1,88;3;0,56;-0,01;1;0,19;0,19;4;0,75;0,75;;;;;;;;;;;;;;;
319;Bezirk St. Pölten-Land                  ;75.879;84,83;1.624;62.743;18.353;29,25;-5,59;20.496;32,67;-6,96;5.027;8,01;-0,84;11.466;18,27;7,84;4.281;6,82;4,61;586;0,93;0,93;1.014;1,62;1,62;387;0,62;-0,15;356;0,57;0,57;777;1,24;1,24;;;;;;;;;;;;;;;
     ;Wahlkarten                              ;0;0,00;82;4.669;1.194;25,57;25,57;1.723;36,90;36,90;518;11,09;11,09;668;14,31;14,31;267;5,72;5,72;62;1,33;1,33;105;2,25;2,25;18;0,39;0,39;41;0,88;0,88;73;1,56;1,56;;;;;;;;;;;;;;;
31901;Altlengbach                             ;2.187;74,94;28;1.611;468;29,05;-3,79;436;27,06;-11,65;127;7,88;-2,76;355;22,04;10,04;138;8,57;5,85;12;0,74;0,74;31;1,92;1,92;9;0,56;-0,24;9;0,56;0,56;26;1,61;1,61;;;;;;;;;;;;;;;
31902;Asperhofen                              ;1.572;76,15;28;1.169;199;17,02;-2,42;493;42,17;-12,73;60;5,13;-0,84;252;21,56;10,14;97;8,30;5,49;13;1,11;1,11;17;1,45;1,45;13;1,11;-0,08;5;0,43;0,43;20;1,71;1,71;;;;;;;;;;;;;;;
31903;Böheimkirchen                           ;3.870;78,73;80;2.967;846;28,51;-3,66;942;31,75;-9,89;263;8,86;-1,16;540;18,20;8,38;202;6,81;5,11;38;1,28;1,28;57;1,92;1,92;14;0,47;-0,28;22;0,74;0,74;43;1,45;1,45;;;;;;;;;;;;;;;
31904;Brand - Laaben                          ;951;76,87;15;716;144;20,11;-2,25;264;36,87;-9,80;63;8,80;-0,92;145;20,25;4,42;56;7,82;5,88;8;1,12;1,12;20;2,79;2,79;2;0,28;-0,41;5;0,70;0,70;9;1,26;1,26;;;;;;;;;;;;;;;
31905;Eichgraben                              ;3.184;75,50;44;2.360;656;27,80;-4,79;568;24,07;-5,91;365;15,47;-3,54;395;16,74;6,63;174;7,37;4,71;28;1,19;1,19;103;4,36;4,36;17;0,72;-0,39;20;0,85;0,85;34;1,44;1,44;;;;;;;;;;;;;;;
31906;Frankenfels                             ;1.702;85,37;58;1.395;361;25,88;-9,61;602;43,15;-4,86;75;5,38;0,54;250;17,92;10,38;71;5,09;3,67;2;0,14;0,14;4;0,29;0,29;7;0,50;-0,14;8;0,57;0,57;15;1,08;1,08;;;;;;;;;;;;;;;
31907;Gerersdorf                              ;719;80,11;20;556;143;25,72;-3,78;280;50,36;-4,19;18;3,24;-2,08;68;12,23;5,71;27;4,86;3,49;2;0,36;0,36;9;1,62;1,62;1;0,18;-0,51;2;0,36;0,36;6;1,08;1,08;;;;;;;;;;;;;;;
31909;Hofstetten - Grünau                     ;2.096;84,21;49;1.716;354;20,63;-6,01;775;45,16;-7,53;81;4,72;-0,06;315;18,36;9,40;129;7,52;5,19;10;0,58;0,58;10;0,58;0,58;14;0,82;-0,37;10;0,58;0,58;18;1,05;1,05;;;;;;;;;;;;;;;
31910;Hafnerbach                              ;1.313;78,90;23;1.013;262;25,86;-2,59;399;39,39;-9,71;83;8,19;0,10;178;17,57;8,25;44;4,34;2,15;5;0,49;0,49;18;1,78;1,78;6;0,59;-0,27;7;0,69;0,69;11;1,09;1,09;;;;;;;;;;;;;;;
31911;Haunoldstein                            ;765;79,08;13;592;183;30,91;-6,01;203;34,29;-8,17;35;5,91;1,23;129;21,79;11,39;27;4,56;2,13;3;0,51;0,51;1;0,17;0,17;2;0,34;-0,18;0;0,00;0,00;9;1,52;1,52;;;;;;;;;;;;;;;
31912;Herzogenburg                            ;6.135;77,29;140;4.602;1.993;43,31;-5,33;1.002;21,77;-4,60;316;6,87;-1,57;832;18,08;7,42;265;5,76;3,48;56;1,22;1,22;53;1,15;1,15;23;0,50;-0,42;17;0,37;0,37;45;0,98;0,98;;;;;;;;;;;;;;;
31913;Inzersdorf - Getzersdorf                ;1.155;82,68;21;934;284;30,41;-4,25;290;31,05;-8,33;43;4,60;-3,34;204;21,84;10,47;73;7,82;4,39;12;1,28;1,28;9;0,96;0,96;7;0,75;0,43;4;0,43;0,43;8;0,86;0,86;;;;;;;;;;;;;;;
31915;Kapelln                                 ;1.049;82,65;19;848;153;18,04;-5,98;374;44,10;-12,83;38;4,48;0,44;194;22,88;12,95;53;6,25;4,86;6;0,71;0,71;11;1,30;1,30;4;0,47;-0,11;2;0,24;0,24;13;1,53;1,53;;;;;;;;;;;;;;;
31916;Karlstetten                             ;1.653;82,09;50;1.307;364;27,85;-4,41;456;34,89;-7,31;105;8,03;-1,53;242;18,52;7,92;89;6,81;5,17;9;0,69;0,69;14;1,07;1,07;10;0,77;-0,05;6;0,46;0,46;12;0,92;0,92;;;;;;;;;;;;;;;
31917;Kasten bei Böheimkirchen                ;1.015;79,21;27;777;171;22,01;-1,63;273;35,14;-7,62;89;11,45;-1,86;154;19,82;7,93;52;6,69;3,72;12;1,54;1,54;14;1,80;1,80;1;0,13;-0,13;4;0,51;0,51;7;0,90;0,90;;;;;;;;;;;;;;;
31918;Kirchberg an der Pielach                ;2.571;79,85;57;1.996;496;24,85;-3,63;765;38,33;-7,73;176;8,82;-0,27;332;16,63;7,59;147;7,36;4,70;19;0,95;0,95;17;0,85;0,85;12;0,60;-0,20;9;0,45;0,45;23;1,15;1,15;;;;;;;;;;;;;;;
